Order_ID,Order_Date,Customer_Key,Product_Key,Region_Key,Payment_Key,ShipMode_Key,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Shipping_Cost,Delivery_Days,Returned
2186,2025-07-26,12,13,4,1,3,5,4223,0.1,19003.5,12840.8,6162.7,53,3,Yes
2187,2025-05-04,36,4,3,4,2,1,1531,0,1531,972.65,558.35,87,4,Yes
2188,2025-09-15,86,29,1,1,1,2,3934,0.15,6687.8,3902.31,2785.49,68,1,No
2189,2025-07-04,89,23,1,4,3,2,1599,0,3198,1929.51,1268.49,103,7,No
2190,2025-09-22,16,4,3,4,2,2,4549,0.05,8643.1,6525.09,2118.01,179,5,No
2191,2025-06-05,80,19,4,3,2,4,2054,0.1,7394.4,4072.97,3321.43,140,8,No
2192,2025-01-13,49,23,4,1,2,2,3713,0.15,6312.1,3588.56,2723.54,157,4,No
2193,2025-08-10,92,3,3,4,3,5,4322,0.15,18368.5,9324.06,9044.44,164,7,No
2194,2025-02-12,18,11,2,2,1,2,2649,0.15,4503.3,3099.05,1404.25,83,1,No
2195,2025-04-06,92,4,4,4,1,2,491,0.15,834.7,539.88,294.82,104,6,Yes
2196,2025-07-20,60,6,2,1,1,4,3975,0.1,14310.0,7179.72,7130.28,126,8,No
2197,2025-11-08,6,3,2,1,3,4,4921,0,19684,11162.2,8521.8,253,8,No
2198,2025-05-13,82,21,2,4,3,3,2810,0.1,7587.0,3897.06,3689.94,92,5,Yes
2199,2025-11-15,96,30,4,1,1,1,1747,0,1747,1118.1,628.9,190,5,No
2200,2025-04-13,62,17,1,2,2,1,621,0.1,558.9,318.99,239.91,256,4,Yes
2201,2025-04-26,72,30,1,4,2,1,3217,0.15,2734.45,1945.37,789.08,248,2,No
2202,2025-10-07,56,15,2,1,2,5,640,0.05,3040.0,2004.29,1035.71,260,9,No
2203,2025-02-18,99,17,4,1,1,1,4819,0.15,4096.15,2086.23,2009.92,146,9,No
2204,2025-04-11,23,23,2,1,2,1,1310,0,1310,731.62,578.38,203,2,No
2205,2025-09-27,2,2,4,3,1,5,1926,0.05,9148.5,7074.41,2074.09,239,3,No
2206,2025-09-28,70,15,3,3,2,1,4275,0.1,3847.5,2286.91,1560.59,284,7,Yes
2207,2025-08-11,12,2,3,1,3,4,4996,0,19984,14376.62,5607.38,98,2,Yes
2208,2025-02-16,35,7,1,1,3,3,635,0.1,1714.5,1317.7,396.8,250,7,Yes
2209,2025-06-01,48,13,2,1,2,2,2418,0.15,4110.6,3280.03,830.57,196,10,No
2210,2025-02-01,95,11,1,2,1,2,3247,0,6494,5162.36,1331.64,282,3,Yes
2211,2025-08-02,18,9,1,3,2,2,1807,0.1,3252.6,2060.04,1192.56,154,9,Yes
2212,2025-09-17,10,9,4,2,1,2,2859,0.05,5432.1,3500.74,1931.36,147,3,No
2213,2025-02-24,74,20,4,2,1,1,3647,0,3647,2371.79,1275.21,218,3,No
2214,2025-05-23,9,12,4,1,3,5,1116,0.05,5301.0,4086.53,1214.47,292,1,No
2215,2025-11-07,99,13,3,3,2,5,3426,0,17130,12888.82,4241.18,162,4,Yes
2216,2025-09-20,11,17,3,3,2,3,4599,0,13797,10723.57,3073.43,213,5,Yes
2217,2025-12-23,35,7,3,1,3,1,1502,0,1502,1047.44,454.56,149,6,No
2218,2025-07-05,13,14,4,2,2,3,474,0,1422,817.3,604.7,292,9,Yes
2219,2025-10-19,76,22,3,1,2,1,3442,0,3442,2256.96,1185.04,292,2,Yes
2220,2025-01-16,94,10,1,4,1,3,4828,0.15,12311.4,7834.3,4477.1,236,5,Yes
2221,2025-07-13,6,20,4,4,2,5,2472,0.1,11124.0,7020.3,4103.7,211,8,No
2222,2025-08-26,80,15,4,1,2,4,2252,0.05,8557.6,6142.85,2414.75,267,2,Yes
2223,2025-07-21,19,8,3,1,3,2,353,0,706,492.96,213.04,179,7,No
2224,2025-11-14,14,26,3,4,2,2,2901,0.05,5511.9,3379.59,2132.31,172,2,No
2225,2025-05-20,63,10,3,3,2,5,1675,0,8375,6383.76,1991.24,126,3,No
2226,2025-09-17,18,13,4,1,2,1,4088,0.15,3474.8,1897.38,1577.42,74,1,No
2227,2025-11-12,58,19,1,4,3,5,1820,0.15,7735.0,4546.82,3188.18,281,7,No
2228,2025-11-20,74,24,3,1,3,5,2668,0.15,11339.0,5980.33,5358.67,151,5,Yes
2229,2025-09-16,69,12,1,4,1,2,2554,0,5108,3410.98,1697.02,172,2,No
2230,2025-05-10,97,28,1,2,3,2,3353,0.05,6370.7,4606.55,1764.15,203,5,Yes
2231,2025-06-14,10,12,2,3,2,5,2811,0.15,11946.75,7954.07,3992.68,271,8,Yes
2232,2025-09-12,70,16,1,4,2,5,3571,0.1,16069.5,12749.77,3319.73,189,4,No
2233,2025-09-13,22,30,3,2,2,5,1731,0.1,7789.5,4358.6,3430.9,255,6,No
2234,2025-04-08,31,1,4,1,3,2,3837,0,7674,5733.89,1940.11,99,7,Yes
2235,2025-08-18,78,30,2,4,1,5,748,0.15,3179.0,2183.86,995.14,117,8,Yes
2236,2025-02-02,1,14,3,2,2,4,4409,0.15,14990.6,8723.28,6267.32,96,2,Yes
2237,2025-05-16,39,28,1,1,2,5,3895,0.15,16553.75,10159.88,6393.87,54,2,Yes
2238,2025-01-12,61,14,2,2,2,4,3490,0.1,12564.0,6343.76,6220.24,125,7,Yes
2239,2025-03-13,92,11,3,3,3,5,646,0.1,2907.0,1818.12,1088.88,212,8,No
2240,2025-05-22,42,4,4,2,1,3,4919,0.05,14019.15,7378.11,6641.04,78,1,Yes
2241,2025-11-22,4,5,2,4,2,1,3561,0.15,3026.85,1701.83,1325.02,231,7,Yes
2242,2025-09-15,59,2,1,4,2,3,1918,0.05,5466.3,3579.41,1886.89,169,9,No
2243,2025-08-13,40,7,4,2,2,4,4352,0.15,14796.8,11312.21,3484.59,207,9,Yes
2244,2025-09-27,85,17,4,1,1,5,1254,0.15,5329.5,4060.29,1269.21,207,2,Yes
2245,2025-01-16,3,18,4,1,3,3,716,0.1,1933.2,1117.49,815.71,193,3,No
2246,2025-12-09,20,25,3,2,1,3,3296,0,9888,6749.32,3138.68,225,10,Yes
2247,2025-11-05,51,30,1,1,3,3,1437,0,4311,2761.45,1549.55,64,3,No
2248,2025-02-28,82,17,3,2,2,3,1376,0.1,3715.2,2252.57,1462.63,181,6,Yes
2249,2025-07-03,57,30,1,1,2,5,532,0.15,2261.0,1605.32,655.68,89,4,No
2250,2025-10-27,72,10,4,2,1,5,2866,0.05,13613.5,7904.66,5708.84,106,9,Yes
2251,2025-12-19,8,29,3,3,2,5,3663,0.05,17399.25,8707.79,8691.46,248,8,No
2252,2025-12-05,99,22,1,4,2,3,3381,0.15,8621.55,6428.21,2193.34,129,3,Yes
2253,2025-01-24,3,22,1,1,3,4,1218,0,4872,3115.0,1757.0,245,7,Yes
2254,2025-02-27,38,15,1,3,1,2,2828,0.15,4807.6,3220.45,1587.15,298,1,No
2255,2025-04-20,88,12,2,4,2,4,2238,0.15,7609.2,3920.61,3688.59,248,2,Yes
2256,2025-08-14,35,30,1,1,1,2,2173,0.15,3694.1,2016.83,1677.27,254,1,Yes
2257,2025-03-09,70,11,2,1,2,1,3751,0.15,3188.35,2063.78,1124.57,160,10,Yes
2258,2025-10-16,34,20,1,3,3,5,3908,0,19540,10740.45,8799.55,73,1,No
2259,2025-02-28,2,11,1,4,3,5,667,0.05,3168.25,1633.15,1535.1,206,2,Yes
2260,2025-02-24,67,10,4,3,2,3,2992,0,8976,5889.78,3086.22,228,9,Yes
2261,2025-11-19,21,24,2,3,1,1,4378,0.1,3940.2,2203.24,1736.96,85,4,No
2262,2025-05-24,32,3,4,1,3,5,325,0.15,1381.25,1043.19,338.06,81,4,No
2263,2025-11-19,49,17,3,2,2,2,4556,0.05,8656.4,6503.04,2153.36,123,1,Yes
2264,2025-01-28,19,28,1,2,3,3,2451,0.1,6617.7,3828.78,2788.92,149,3,Yes
2265,2025-01-18,6,27,4,3,1,2,4643,0,9286,6405.96,2880.04,56,8,No
2266,2025-01-21,57,18,4,3,1,2,2514,0.15,4273.8,2657.32,1616.48,217,9,Yes
2267,2025-08-11,30,28,3,3,3,3,3108,0.05,8857.8,6692.95,2164.85,245,4,No
2268,2025-01-08,68,30,2,4,1,2,1418,0.1,2552.4,1801.69,750.71,100,5,Yes
2269,2025-07-12,54,26,3,2,2,1,1335,0.05,1268.25,985.71,282.54,293,2,No
2270,2025-03-19,65,26,4,3,1,3,1270,0,3810,1988.74,1821.26,123,3,Yes
2271,2025-11-05,12,12,4,2,3,5,2054,0.1,9243.0,5879.54,3363.46,50,5,Yes
2272,2025-07-28,9,4,3,4,3,3,2542,0.1,6863.4,4524.38,2339.02,150,7,Yes
2273,2025-07-26,69,21,3,4,1,3,4790,0,14370,7524.19,6845.81,190,2,No
2274,2025-11-18,85,14,3,2,1,4,1312,0.05,4985.6,2784.1,2201.5,266,10,No
2275,2025-08-31,92,15,3,2,2,3,3427,0.1,9252.9,5819.24,3433.66,53,9,Yes
2276,2025-09-19,87,10,2,4,2,2,1044,0.05,1983.6,1126.57,857.03,155,8,No
2277,2025-02-23,14,30,4,1,3,2,1103,0.15,1875.1,1436.21,438.89,265,9,Yes
2278,2025-03-17,85,28,3,4,3,4,2706,0.05,10282.8,5621.0,4661.8,178,2,No
2279,2025-01-18,41,16,1,1,1,4,1454,0.1,5234.4,3295.44,1938.96,276,4,Yes
2280,2025-05-17,5,20,3,1,1,5,1920,0,9600,6436.21,3163.79,288,9,No
2281,2025-08-24,99,1,2,2,1,3,1785,0.15,4551.75,2415.04,2136.71,81,2,Yes
2282,2025-11-06,79,7,3,4,1,4,4390,0.15,14926.0,8475.47,6450.53,197,1,Yes
2283,2025-10-07,66,29,1,2,1,5,962,0,4810,3469.16,1340.84,227,1,Yes
2284,2025-05-08,5,4,4,3,3,4,3898,0,15592,11896.71,3695.29,144,4,No
2285,2025-08-31,32,6,2,1,1,1,3159,0.15,2685.15,1697.75,987.4,239,6,Yes
2286,2025-07-11,30,13,3,4,3,5,2466,0.05,11713.5,9239.17,2474.33,86,1,No
2287,2025-09-21,25,1,3,4,2,1,3438,0.1,3094.2,1915.52,1178.68,162,2,No
2288,2025-11-03,52,18,2,2,3,3,2687,0,8061,5151.45,2909.55,133,4,No
2289,2025-09-29,39,11,2,1,2,5,556,0,2780,2175.77,604.23,261,1,No
2290,2025-07-28,52,19,2,3,3,4,2253,0,9012,6808.15,2203.85,116,2,No
2291,2025-04-30,75,5,4,1,2,4,2560,0,10240,7662.8,2577.2,296,7,Yes
2292,2025-10-17,59,15,3,2,3,4,4449,0.15,15126.6,8019.74,7106.86,242,5,No
2293,2025-07-23,31,12,3,3,2,4,1975,0.05,7505.0,4159.93,3345.07,89,4,Yes
2294,2025-05-29,25,15,2,4,2,2,812,0.05,1542.8,1199.33,343.47,234,4,No
2295,2025-02-05,48,4,4,4,1,3,3832,0,11496,7263.41,4232.59,180,8,Yes
2296,2025-08-16,48,9,2,2,2,3,1848,0.05,5266.8,3551.12,1715.68,213,2,No
2297,2025-07-15,34,7,3,4,3,2,814,0,1628,1015.93,612.07,114,1,Yes
2298,2025-01-09,43,2,1,4,2,1,2145,0,2145,1495.54,649.46,109,1,No
2299,2025-01-16,13,18,4,4,1,1,4284,0.05,4069.8,2086.66,1983.14,113,2,No
2300,2025-10-01,41,27,4,4,3,1,4571,0.15,3885.35,2951.52,933.83,234,3,No
2301,2025-07-16,56,13,1,2,3,2,2771,0.1,4987.8,2560.64,2427.16,212,10,No
2302,2025-05-09,76,6,1,2,2,2,3489,0.15,5931.3,4647.25,1284.05,72,1,Yes
2303,2025-08-22,59,9,4,1,2,2,4569,0,9138,6892.34,2245.66,198,2,Yes
2304,2025-12-24,78,4,3,1,3,3,1012,0,3036,1533.29,1502.71,216,9,No
2305,2025-06-24,68,14,3,2,3,1,1409,0.1,1268.1,709.88,558.22,53,6,No
2306,2025-05-10,58,25,2,2,3,2,2995,0.05,5690.5,4291.04,1399.46,133,6,Yes
2307,2025-05-07,60,26,2,4,1,3,4830,0.15,12316.5,6310.23,6006.27,149,4,Yes
2308,2025-07-28,87,22,3,4,3,4,2663,0.05,10119.4,5983.62,4135.78,206,5,No
2309,2025-10-23,10,30,1,3,1,5,258,0,1290,843.05,446.95,242,5,No
2310,2025-05-10,55,24,3,3,1,4,1828,0.15,6215.2,4834.63,1380.57,272,4,No
2311,2025-10-16,38,21,4,2,2,2,217,0.1,390.6,216.57,174.03,203,2,Yes
2312,2025-10-29,73,17,2,2,2,5,3779,0.1,17005.5,11635.28,5370.22,130,5,No
2313,2025-11-02,32,23,3,4,1,3,1112,0.15,2835.6,2200.16,635.44,58,5,Yes
2314,2025-06-15,90,12,2,2,2,4,2426,0.05,9218.8,7073.98,2144.82,134,4,No
2315,2025-06-02,6,30,1,1,1,5,4590,0.05,21802.5,16072.25,5730.25,145,8,No
2316,2025-09-23,79,13,3,1,3,1,4980,0.15,4233.0,2847.9,1385.1,208,10,No
2317,2025-12-25,28,11,1,4,2,3,672,0.05,1915.2,994.27,920.93,155,7,Yes
2318,2025-02-15,96,4,3,3,2,4,1568,0.05,5958.4,3288.2,2670.2,295,9,No
2319,2025-04-21,52,21,2,1,2,3,4313,0.1,11645.1,6697.38,4947.72,239,10,No
2320,2025-05-18,87,5,1,3,1,1,1355,0.1,1219.5,709.65,509.85,184,6,No
2321,2025-02-12,8,22,1,4,3,3,4650,0.15,11857.5,7084.71,4772.79,211,7,Yes
2322,2025-04-25,21,29,3,1,2,4,1094,0.05,4157.2,2381.85,1775.35,262,6,No
2323,2025-09-29,86,24,4,4,2,1,4700,0.15,3995.0,2226.0,1769.0,88,3,No
2324,2025-12-25,9,27,2,2,3,5,2687,0.05,12763.25,9837.62,2925.63,76,5,Yes
2325,2025-08-10,56,27,3,2,2,5,1027,0.1,4621.5,3267.39,1354.11,206,8,No
2326,2025-04-14,87,19,4,2,3,4,2285,0.1,8226.0,5545.9,2680.1,131,8,Yes
2327,2025-09-30,43,23,2,2,3,3,1223,0.05,3485.55,2722.76,762.79,89,7,Yes
2328,2025-12-16,55,9,2,1,1,4,4149,0.15,14106.6,7355.62,6750.98,297,1,Yes
2329,2025-03-30,52,10,3,4,2,2,1381,0,2762,1932.16,829.84,294,3,Yes
2330,2025-01-23,31,10,4,1,3,5,2602,0.1,11709.0,7900.21,3808.79,69,6,No
2331,2025-07-03,93,21,2,3,1,2,1815,0.15,3085.5,1631.91,1453.59,107,2,Yes
2332,2025-08-06,44,6,4,4,1,5,4252,0.05,20197.0,13276.32,6920.68,234,7,No
2333,2025-07-29,67,2,1,4,3,3,2800,0.15,7140.0,5087.21,2052.79,159,5,Yes
2334,2025-10-21,29,12,3,2,1,1,913,0,913,574.88,338.12,247,9,No
2335,2025-07-27,79,2,1,3,3,5,486,0.1,2187.0,1284.94,902.06,161,9,Yes
2336,2025-07-07,3,10,3,1,2,1,3548,0.15,3015.8,2194.43,821.37,53,6,No
2337,2025-03-04,99,12,4,3,1,4,803,0,3212,2036.53,1175.47,230,6,Yes
2338,2025-08-17,58,19,4,4,3,3,4312,0,12936,7244.04,5691.96,146,7,No
2339,2025-06-17,53,19,3,1,1,5,4091,0,20455,11043.3,9411.7,248,4,No
2340,2025-03-15,23,21,2,2,2,2,1255,0.1,2259.0,1502.79,756.21,84,3,No
2341,2025-03-12,28,25,1,4,1,5,4922,0.15,20918.5,12383.77,8534.73,248,1,Yes
2342,2025-04-18,69,2,3,3,2,1,1225,0.05,1163.75,730.1,433.65,276,10,Yes
2343,2025-09-24,68,26,1,2,1,1,715,0.05,679.25,524.45,154.8,223,6,No
2344,2025-12-02,49,13,1,4,2,4,472,0.15,1604.8,1258.08,346.72,211,10,No
2345,2025-11-01,18,9,1,1,1,2,3746,0.15,6368.2,4647.43,1720.77,226,4,No
2346,2025-01-18,12,11,4,3,3,2,2680,0.1,4824.0,2966.4,1857.6,294,2,Yes
2347,2025-11-16,88,10,4,2,1,3,1748,0.05,4981.8,3692.55,1289.25,67,8,Yes
2348,2025-05-21,32,9,1,1,1,3,1365,0.05,3890.25,2311.71,1578.54,253,2,Yes
2349,2025-11-30,31,24,3,4,1,3,3058,0.15,7797.9,6072.11,1725.79,256,4,Yes
2350,2025-04-17,6,19,4,1,3,1,4256,0,4256,2651.18,1604.82,145,5,Yes
2351,2025-12-25,26,25,3,1,3,3,2590,0.1,6993.0,5399.06,1593.94,152,9,No
2352,2025-11-12,8,23,2,2,2,1,4261,0.05,4047.95,3063.72,984.23,157,10,Yes
2353,2025-08-26,82,24,3,1,1,1,2224,0.05,2112.8,1172.74,940.06,225,5,No
2354,2025-06-18,20,17,4,1,2,4,3271,0.05,12429.8,9325.51,3104.29,123,9,No
2355,2025-10-31,25,27,4,4,1,2,1746,0.1,3142.8,2198.58,944.22,139,9,No
2356,2025-11-22,5,1,4,1,2,1,2718,0.1,2446.2,1306.05,1140.15,202,3,Yes
2357,2025-01-19,4,25,1,1,1,5,2154,0.1,9693.0,5544.27,4148.73,210,3,Yes
2358,2025-08-20,62,2,4,1,2,2,3234,0,6468,4729.05,1738.95,250,1,No
2359,2025-04-14,100,29,1,2,3,2,873,0.15,1484.1,974.39,509.71,241,9,No
2360,2025-03-08,5,10,1,4,2,3,1401,0.1,3782.7,2043.64,1739.06,50,5,No
2361,2025-03-23,45,6,2,2,3,2,1767,0.15,3003.9,1582.18,1421.72,168,8,No
2362,2025-04-17,48,4,1,1,3,2,716,0.1,1288.8,847.4,441.4,253,9,Yes
2363,2025-06-16,25,14,1,3,2,1,4079,0.15,3467.15,2004.05,1463.1,293,8,Yes
2364,2025-02-19,31,24,1,3,3,3,1662,0,4986,3560.51,1425.49,136,3,Yes
2365,2025-08-11,35,18,4,3,1,4,406,0,1624,1001.99,622.01,164,4,Yes
2366,2025-07-29,7,29,2,4,3,5,2823,0,14115,8714.42,5400.58,56,2,Yes
2367,2025-01-14,47,23,2,1,3,2,1014,0.1,1825.2,947.07,878.13,152,7,Yes
2368,2025-04-17,14,30,3,4,1,2,2160,0,4320,2728.57,1591.43,119,2,Yes
2369,2025-12-12,97,19,4,3,3,1,2212,0,2212,1760.85,451.15,103,1,No
2370,2025-09-02,78,10,1,2,3,3,4053,0,12159,9201.64,2957.36,183,4,No
2371,2025-12-15,84,5,4,3,2,1,1909,0.05,1813.55,1048.28,765.27,206,3,Yes
2372,2025-12-28,86,1,1,1,2,5,3432,0,17160,9937.89,7222.11,219,4,Yes
2373,2025-09-04,63,25,2,2,2,3,4090,0.15,10429.5,6062.82,4366.68,152,5,Yes
2374,2025-10-18,68,6,3,3,2,1,1422,0.05,1350.9,1013.93,336.97,254,2,No
2375,2025-04-12,59,10,3,2,2,4,2281,0.05,8667.8,5013.21,3654.59,158,8,Yes
2376,2025-09-28,79,6,4,3,3,3,1407,0.15,3587.85,2007.06,1580.79,154,5,Yes
2377,2025-09-28,56,5,1,3,2,1,3169,0,3169,2121.94,1047.06,198,8,No
2378,2025-12-25,3,5,3,2,1,5,1602,0.15,6808.5,3617.08,3191.42,267,8,Yes
2379,2025-12-02,79,30,1,3,2,5,3646,0.1,16407.0,9070.18,7336.82,164,7,No
2380,2025-03-20,13,15,3,2,3,3,4518,0.15,11520.9,8424.38,3096.52,118,7,No
2381,2025-05-15,40,16,2,2,1,2,2603,0.15,4425.1,2460.58,1964.52,131,9,No
2382,2025-03-16,23,13,4,1,3,2,881,0.05,1673.9,1180.63,493.27,80,6,No
2383,2025-06-18,6,26,3,3,3,5,1484,0.05,7049.0,5213.1,1835.9,60,2,No
2384,2025-11-14,26,14,1,4,1,2,4656,0.15,7915.2,4236.12,3679.08,92,4,Yes
2385,2025-11-17,81,9,3,3,1,2,4506,0.15,7660.2,4133.74,3526.46,168,8,Yes
2386,2025-02-12,57,18,4,4,1,2,794,0,1588,1235.75,352.25,236,5,No
2387,2025-01-15,53,18,1,2,3,5,1040,0,5200,2668.39,2531.61,104,5,No
2388,2025-06-06,72,18,4,2,3,2,1651,0.15,2806.7,1602.55,1204.15,253,7,Yes
2389,2025-10-30,69,25,2,3,3,4,3291,0.1,11847.6,8435.14,3412.46,83,2,No
2390,2025-04-02,57,20,1,1,1,5,1353,0,6765,3475.11,3289.89,182,8,No
2391,2025-03-31,26,21,2,3,1,3,3257,0.15,8305.35,5602.07,2703.28,164,4,Yes
2392,2025-05-26,10,1,2,3,1,4,3914,0.05,14873.2,8951.52,5921.68,254,4,No
2393,2025-05-06,77,29,3,1,2,2,4830,0.05,9177.0,5707.37,3469.63,277,1,No
2394,2025-12-11,18,1,4,3,1,2,4407,0.15,7491.9,4971.87,2520.03,112,7,No
2395,2025-10-17,45,2,2,4,3,4,1577,0.1,5677.2,3158.77,2518.43,271,3,No
2396,2025-07-20,43,8,4,3,2,5,2842,0.15,12078.5,8448.42,3630.08,163,10,No
2397,2025-08-31,1,15,2,4,1,3,2693,0.15,6867.15,4833.04,2034.11,125,1,Yes
2398,2025-12-12,74,21,4,4,1,4,1036,0.1,3729.6,2904.21,825.39,112,5,No
2399,2025-01-24,44,15,4,3,3,4,345,0.15,1173.0,790.22,382.78,182,6,Yes
2400,2025-11-28,44,26,2,1,3,3,4867,0.05,13870.95,9673.3,4197.65,132,9,Yes
2401,2025-07-22,76,5,1,4,2,1,4514,0.15,3836.9,1947.33,1889.57,134,8,Yes
2402,2025-07-23,1,11,4,2,1,1,302,0.1,271.8,169.82,101.98,188,9,No
2403,2025-06-19,86,23,3,1,3,5,1585,0.05,7528.75,5413.36,2115.39,67,1,Yes
2404,2025-07-24,29,22,4,3,3,4,4660,0.05,17708.0,12470.25,5237.75,259,10,No
2405,2025-08-26,10,29,2,3,3,1,2314,0.15,1966.9,1103.67,863.23,277,5,Yes
2406,2025-11-04,42,24,2,2,2,5,3506,0,17530,12847.58,4682.42,254,8,Yes
2407,2025-06-24,82,16,2,4,3,1,1744,0.15,1482.4,917.85,564.55,189,5,No
2408,2025-03-08,34,27,2,1,2,1,478,0,478,247.77,230.23,211,9,Yes
2409,2025-02-09,18,10,4,2,3,5,2302,0.05,10934.5,5647.45,5287.05,129,4,No
2410,2025-12-26,100,2,2,4,2,5,4910,0.05,23322.5,17958.55,5363.95,165,4,No
2411,2025-04-10,90,7,4,1,1,5,3897,0.1,17536.5,10954.73,6581.77,171,8,Yes
2412,2025-05-09,97,22,1,4,1,4,4238,0.05,16104.4,11059.31,5045.09,227,3,No
2413,2025-07-28,54,1,3,1,3,3,2994,0.1,8083.8,4632.62,3451.18,295,10,No
2414,2025-06-16,27,17,1,1,2,5,335,0.05,1591.25,864.26,726.99,178,10,Yes
2415,2025-09-19,63,14,2,1,2,1,4463,0.1,4016.7,2677.29,1339.41,145,6,Yes
2416,2025-08-03,65,20,3,1,2,5,2142,0.15,9103.5,5248.27,3855.23,210,7,Yes
2417,2025-12-02,32,28,3,2,2,5,520,0.1,2340.0,1718.17,621.83,145,7,No
2418,2025-01-15,45,25,4,1,2,2,488,0.1,878.4,451.45,426.95,130,6,No
2419,2025-04-11,50,17,4,1,3,4,3691,0.05,14025.8,9366.51,4659.29,217,6,No
2420,2025-07-27,46,30,1,1,2,2,1336,0,2672,1836.73,835.27,296,2,No
2421,2025-03-01,35,24,3,4,2,1,454,0,454,244.09,209.91,236,3,No
2422,2025-05-23,75,22,2,1,2,5,1722,0,8610,6154.18,2455.82,121,7,Yes
2423,2025-08-01,34,17,2,3,1,3,505,0.05,1439.25,1149.4,289.85,254,2,No
2424,2025-09-07,27,6,2,1,2,3,3771,0.05,10747.35,5630.59,5116.76,57,4,No
2425,2025-12-19,81,2,1,1,1,3,2557,0.05,7287.45,4387.6,2899.85,238,2,No
2426,2025-10-08,48,27,4,3,1,4,2616,0,10464,7203.84,3260.16,214,7,Yes
2427,2025-09-16,82,29,2,2,3,4,3257,0.15,11073.8,6894.16,4179.64,237,10,No
2428,2025-12-03,86,20,3,4,1,2,586,0.05,1113.4,574.06,539.34,240,4,No
2429,2025-07-11,9,19,4,1,1,2,2270,0.15,3859.0,2187.66,1671.34,112,8,Yes
2430,2025-01-30,96,9,4,4,2,5,4510,0.1,20295.0,11960.41,8334.59,51,9,Yes
2431,2025-05-11,98,25,2,2,2,3,4384,0.05,12494.4,6920.35,5574.05,225,9,Yes
2432,2025-11-04,51,24,1,1,2,2,873,0.05,1658.7,1144.86,513.84,103,5,No
2433,2025-05-04,62,13,4,3,2,1,264,0.05,250.8,135.48,115.32,148,10,No
2434,2025-07-21,57,10,3,1,3,5,3770,0.05,17907.5,11861.71,6045.79,121,5,No
2435,2025-06-06,82,25,3,2,2,1,4134,0.05,3927.3,2418.54,1508.76,166,5,Yes
2436,2025-04-19,36,1,4,3,3,2,2576,0.1,4636.8,3035.12,1601.68,197,6,No
2437,2025-01-01,12,22,3,1,1,3,4562,0,13686,8499.22,5186.78,99,10,Yes
2438,2025-04-15,2,26,1,2,2,2,3280,0.1,5904.0,4031.02,1872.98,278,1,Yes
2439,2025-12-14,5,24,1,3,2,3,4995,0,14985,9005.68,5979.32,136,3,Yes
2440,2025-06-27,83,6,4,1,1,3,4024,0,12072,6251.08,5820.92,68,7,Yes
2441,2025-10-15,65,21,2,3,2,3,3055,0.15,7790.25,5326.04,2464.21,88,7,No
2442,2025-05-23,1,2,1,3,3,3,663,0.1,1790.1,1041.84,748.26,284,8,No
2443,2025-12-30,71,12,2,1,1,5,1304,0.15,5542.0,2787.92,2754.08,235,2,Yes
2444,2025-11-16,66,11,2,1,1,1,2693,0,2693,1997.62,695.38,254,6,No
2445,2025-12-13,68,18,1,4,3,5,1608,0,8040,4757.2,3282.8,96,6,No
2446,2025-01-11,16,23,4,2,3,2,1300,0.05,2470.0,1901.02,568.98,292,5,No
2447,2025-07-11,9,14,3,2,3,2,4194,0.15,7129.8,3926.3,3203.5,260,4,No
2448,2025-11-18,61,18,1,2,1,4,2533,0.05,9625.4,5785.41,3839.99,292,4,No
2449,2025-07-18,52,18,1,1,3,1,4733,0.1,4259.7,2981.05,1278.65,112,10,No
2450,2025-05-14,86,8,3,2,1,5,3029,0.15,12873.25,7015.66,5857.59,51,7,Yes
2451,2025-01-08,7,21,2,4,1,4,767,0.1,2761.2,2075.93,685.27,85,9,No
2452,2025-03-01,48,4,1,1,2,3,2264,0.05,6452.4,3779.79,2672.61,271,2,Yes
2453,2025-04-01,91,30,2,1,3,1,4873,0.1,4385.7,2227.5,2158.2,211,1,Yes
2454,2025-08-26,81,5,1,2,2,2,1739,0.1,3130.2,1988.59,1141.61,55,6,No
2455,2025-04-15,31,6,2,3,2,3,4414,0.1,11917.8,9345.3,2572.5,243,3,Yes
2456,2025-09-08,33,13,4,2,2,1,3702,0,3702,2623.93,1078.07,243,10,No
2457,2025-06-29,27,27,1,4,3,1,796,0.15,676.6,528.7,147.9,271,9,No
2458,2025-02-24,97,14,1,1,1,3,555,0.05,1581.75,862.23,719.52,227,3,No
2459,2025-02-19,77,3,2,4,2,1,1590,0.15,1351.5,931.3,420.2,126,2,Yes
2460,2025-05-20,3,25,1,4,3,4,2988,0,11952,7793.11,4158.89,181,8,Yes
2461,2025-07-01,95,8,3,3,3,1,2188,0.15,1859.8,1196.81,662.99,180,4,No
2462,2025-09-05,94,16,3,2,1,1,3284,0.1,2955.6,2167.47,788.13,117,4,Yes
2463,2025-09-20,54,3,1,4,1,5,269,0.15,1143.25,811.71,331.54,156,5,Yes
2464,2025-12-11,65,17,1,4,2,5,3280,0,16400,13089.76,3310.24,113,7,Yes
2465,2025-04-26,48,13,1,2,3,1,4461,0.1,4014.9,2029.4,1985.5,277,7,Yes
2466,2025-09-27,51,5,1,3,1,4,2414,0.05,9173.2,4839.2,4334.0,160,9,No
