Trip_ID,Date,From_Station_ID,To_Station_ID,Ticket_ID,Payment_ID,Passengers,Fare,Revenue
8349,2025-01-31,BL08,BL03,1,1,4,60,240
8350,2025-02-02,BL13,GL02,1,3,5,50,250
8351,2025-01-19,GL06,BL02,3,3,6,30,180
8352,2025-02-18,BL07,BL12,1,1,4,60,240
8353,2025-03-27,GL02,BL11,1,3,6,20,120
8354,2025-06-12,GL06,BL04,3,2,4,10,40
8355,2025-06-01,BL06,GL03,2,2,3,50,150
8356,2025-06-02,BL06,GL01,2,1,3,10,30
8357,2025-01-10,BL07,BL05,3,2,4,40,160
8358,2025-06-19,GL02,BL01,2,3,2,30,60
8359,2025-04-14,BL09,GL06,1,3,5,60,300
8360,2025-06-18,BL09,BL07,1,3,2,10,20
8361,2025-06-12,BL03,BL08,1,1,1,50,50
8362,2025-02-20,BL07,BL11,3,2,5,40,200
8363,2025-01-14,BL08,GL01,2,2,6,40,240
8364,2025-02-03,BL12,BL02,2,3,1,30,30
8365,2025-05-15,GL05,GL03,3,1,2,50,100
8366,2025-06-24,BL07,BL09,1,1,5,50,250
8367,2025-03-22,GL03,BL08,1,3,4,50,200
8368,2025-01-17,BL09,BL10,2,3,6,30,180
8369,2025-06-01,GL06,BL13,3,1,1,10,10
8370,2025-05-07,GL01,BL09,3,1,5,10,50
8371,2025-01-02,BL03,GL03,2,2,1,20,20
8372,2025-02-28,GL06,BL06,1,2,6,50,300
8373,2025-06-14,BL07,BL11,3,2,6,40,240
8374,2025-04-04,BL08,BL04,1,2,1,20,20
8375,2025-06-03,BL05,BL06,3,2,1,30,30
8376,2025-06-14,GL01,GL03,2,2,3,40,120
8377,2025-03-09,BL13,BL12,1,1,1,40,40
8378,2025-04-05,BL08,GL02,3,3,1,50,50
8379,2025-01-18,GL06,GL01,3,1,1,50,50
8380,2025-02-24,BL08,GL04,2,1,2,40,80
8381,2025-05-30,BL09,GL04,1,3,2,50,100
8382,2025-03-12,BL04,BL01,1,1,3,40,120
8383,2025-05-30,BL07,BL09,1,2,3,30,90
8384,2025-04-03,GL05,GL06,1,3,6,30,180
8385,2025-02-28,GL02,BL07,1,1,4,40,160
8386,2025-06-02,GL01,BL11,1,2,3,10,30
8387,2025-04-18,GL01,BL12,1,2,5,30,150
8388,2025-03-22,BL05,BL07,2,2,5,60,300
8389,2025-01-17,BL03,BL13,3,3,3,10,30
8390,2025-02-06,BL03,GL06,2,2,3,40,120
8391,2025-06-05,BL10,BL13,2,2,6,50,300
8392,2025-05-26,GL03,GL05,1,3,2,40,80
8393,2025-06-25,BL02,BL05,3,3,3,40,120
8394,2025-03-10,GL03,GL01,3,1,5,50,250
8395,2025-03-02,GL04,GL01,3,1,2,50,100
8396,2025-04-12,GL05,BL05,2,2,6,60,360
8397,2025-01-04,BL10,BL06,2,1,1,10,10
8398,2025-06-03,BL08,BL03,3,2,4,60,240
8399,2025-05-02,BL04,BL09,3,1,2,40,80
8400,2025-01-06,BL04,GL02,2,2,5,60,300
8401,2025-05-09,BL01,BL02,1,2,1,60,60
8402,2025-05-25,BL04,GL02,3,2,2,20,40
8403,2025-05-31,GL04,BL11,1,2,3,30,90
8404,2025-05-09,BL10,BL07,1,1,5,30,150
8405,2025-04-03,BL06,BL04,2,2,3,60,180
8406,2025-03-12,GL05,BL05,1,3,3,40,120
8407,2025-06-06,BL07,BL02,2,2,6,60,360
8408,2025-06-28,BL02,GL04,1,3,5,50,250
8409,2025-01-26,BL04,GL01,3,2,6,30,180
8410,2025-06-21,BL11,GL03,3,3,6,40,240
8411,2025-01-06,BL03,BL07,1,3,4,20,80
8412,2025-03-29,BL09,GL03,2,1,2,60,120
8413,2025-04-06,BL09,BL01,3,1,1,40,40
8414,2025-05-02,BL02,BL13,1,1,1,10,10
8415,2025-01-04,BL04,GL01,3,3,2,50,100
8416,2025-06-17,BL07,GL01,1,3,2,30,60
8417,2025-01-26,GL06,GL03,3,2,4,60,240
8418,2025-03-22,BL13,GL02,3,2,6,10,60
8419,2025-04-16,BL05,BL04,3,3,4,40,160
8420,2025-02-11,GL01,GL03,1,3,1,30,30
8421,2025-05-23,GL05,GL03,3,1,1,60,60
8422,2025-02-26,BL09,GL06,2,2,4,30,120
8423,2025-06-25,BL05,BL04,1,2,4,10,40
8424,2025-04-09,GL05,BL07,2,1,1,50,50
8425,2025-03-01,BL12,GL04,2,3,3,60,180
8426,2025-05-05,BL07,BL03,2,3,4,20,80
8427,2025-03-06,BL04,GL03,2,1,5,10,50
8428,2025-05-09,BL11,BL04,1,2,2,40,80
8429,2025-01-12,BL04,BL08,3,1,1,40,40
8430,2025-06-05,GL01,BL12,3,3,6,30,180
8431,2025-02-14,GL06,BL12,3,1,2,60,120
8432,2025-01-20,BL03,BL13,2,1,6,50,300
8433,2025-01-19,BL04,GL05,2,2,2,50,100
8434,2025-02-24,BL04,BL01,3,2,6,30,180
8435,2025-04-25,GL06,BL07,1,3,5,40,200
8436,2025-04-15,BL09,GL03,3,2,3,50,150
8437,2025-02-15,GL04,BL12,3,2,1,20,20
8438,2025-04-15,BL04,BL07,1,1,2,20,40
8439,2025-01-07,BL04,BL03,1,3,3,10,30
8440,2025-04-09,BL04,BL13,2,2,2,20,40
8441,2025-01-16,BL02,BL10,1,2,1,60,60
8442,2025-05-01,BL04,BL09,2,3,1,20,20
8443,2025-05-24,BL06,BL05,2,3,5,50,250
8444,2025-05-29,BL02,BL03,2,2,1,20,20
8445,2025-05-26,BL03,BL08,1,2,2,30,60
8446,2025-02-03,GL01,BL06,1,2,1,10,10
8447,2025-02-07,BL13,BL04,2,2,5,50,250
8448,2025-01-05,BL06,BL13,1,2,4,60,240
8449,2025-04-10,GL02,BL05,3,2,2,30,60
8450,2025-02-20,BL10,BL07,2,3,4,50,200
8451,2025-01-06,BL04,GL04,3,3,4,50,200
8452,2025-02-23,BL09,GL03,3,1,5,40,200
8453,2025-04-06,BL12,BL08,3,1,1,30,30
8454,2025-05-11,BL07,BL02,1,1,6,50,300
8455,2025-03-04,BL04,BL10,2,3,6,10,60
8456,2025-03-26,BL11,BL13,3,3,4,60,240
8457,2025-06-01,BL07,GL05,3,2,1,20,20
8458,2025-06-22,GL04,GL05,2,2,4,50,200
8459,2025-04-25,BL10,BL08,3,1,1,50,50
8460,2025-01-28,BL03,GL04,2,2,5,30,150
8461,2025-01-14,BL02,BL07,1,3,3,10,30
8462,2025-04-01,BL02,BL05,2,1,5,50,250
8463,2025-03-12,BL05,BL02,2,2,1,50,50
8464,2025-04-09,BL12,BL04,3,3,4,40,160
8465,2025-04-06,BL07,BL04,2,3,4,60,240
8466,2025-04-11,BL04,GL04,3,2,2,60,120
8467,2025-01-29,BL09,GL06,1,2,2,20,40
8468,2025-05-02,BL10,GL05,1,3,5,30,150
8469,2025-06-13,BL13,BL04,2,3,2,60,120
8470,2025-03-23,GL04,GL01,2,2,4,30,120
8471,2025-06-18,BL11,GL01,3,3,4,30,120
8472,2025-05-19,BL01,GL02,2,2,2,50,100
8473,2025-04-23,BL10,BL09,2,1,2,50,100
8474,2025-04-25,BL04,BL02,1,1,2,60,120
8475,2025-02-25,GL06,BL02,2,2,4,30,120
8476,2025-04-04,GL03,GL06,2,3,3,40,120
8477,2025-01-10,BL12,BL01,2,1,4,40,160
8478,2025-02-09,BL04,GL06,3,2,4,10,40
8479,2025-03-11,BL05,GL05,1,1,6,10,60
8480,2025-05-17,BL10,GL04,1,2,2,40,80
8481,2025-05-07,BL12,GL04,2,3,2,10,20
8482,2025-02-16,GL06,BL01,3,3,2,30,60
8483,2025-01-16,BL02,GL02,3,1,4,20,80
8484,2025-05-29,BL09,BL11,3,2,6,30,180
8485,2025-01-11,BL05,GL05,3,3,4,60,240
8486,2025-04-12,BL05,BL02,3,2,6,20,120
8487,2025-02-08,BL02,GL01,3,2,6,50,300
8488,2025-02-01,BL10,GL05,3,3,3,40,120
8489,2025-06-28,GL01,BL04,3,1,5,30,150
8490,2025-02-22,BL03,BL07,1,1,2,30,60
8491,2025-01-05,GL06,BL06,2,2,3,10,30
8492,2025-04-11,GL06,BL06,3,1,1,20,20
8493,2025-03-14,GL01,BL06,2,2,2,40,80
8494,2025-06-22,GL05,BL02,1,3,3,10,30
8495,2025-02-07,GL01,BL08,1,1,2,60,120
8496,2025-01-08,BL09,BL05,1,2,2,20,40
8497,2025-05-27,BL02,BL03,1,2,5,10,50
8498,2025-02-13,GL01,BL01,1,2,3,30,90
8499,2025-06-22,BL06,BL05,1,1,1,60,60
8500,2025-02-14,BL11,GL01,3,3,3,20,60
8501,2025-02-15,GL06,BL08,1,1,1,60,60
8502,2025-03-02,BL12,BL08,2,3,2,30,60
8503,2025-03-05,GL04,BL05,1,2,6,50,300
8504,2025-03-27,BL05,BL03,1,1,6,20,120
8505,2025-05-26,BL08,BL01,3,1,2,30,60
8506,2025-01-17,BL07,GL01,1,3,4,40,160
8507,2025-02-17,BL01,BL08,1,2,4,40,160
8508,2025-06-11,BL13,BL04,3,1,1,10,10
8509,2025-03-02,BL09,BL03,1,1,6,50,300
8510,2025-02-26,BL09,GL01,2,1,5,10,50
8511,2025-05-04,BL10,BL01,3,2,6,40,240
8512,2025-04-06,BL05,BL03,2,2,5,60,300
8513,2025-01-01,BL05,BL04,3,1,5,10,50
8514,2025-01-01,GL02,BL08,1,2,6,60,360
8515,2025-03-11,GL02,BL12,2,2,5,30,150
8516,2025-04-30,BL07,GL01,2,1,3,40,120
8517,2025-03-14,BL08,BL02,3,2,3,40,120
8518,2025-06-23,BL03,BL01,1,2,6,40,240
8519,2025-01-20,BL06,BL09,3,3,4,60,240
8520,2025-02-11,GL03,BL10,3,3,2,20,40
8521,2025-02-24,BL11,BL04,2,1,3,40,120
8522,2025-06-14,BL04,BL01,3,3,2,60,120
8523,2025-03-28,GL06,BL13,2,1,2,60,120
8524,2025-06-27,GL04,GL06,1,1,1,10,10
8525,2025-06-03,BL04,GL04,3,1,1,60,60
8526,2025-06-06,BL04,BL07,3,1,1,60,60
8527,2025-05-23,BL10,BL12,2,2,2,30,60
8528,2025-06-04,BL02,BL08,1,3,5,30,150
8529,2025-01-19,BL03,BL06,1,2,5,10,50
8530,2025-02-20,BL11,BL05,1,2,1,10,10
8531,2025-06-10,BL04,BL13,3,3,2,60,120
8532,2025-04-24,BL09,BL12,2,3,2,60,120
8533,2025-05-29,GL03,GL04,3,1,3,30,90
8534,2025-01-02,BL01,GL05,1,2,1,50,50
8535,2025-05-29,BL10,GL03,1,1,2,60,120
8536,2025-05-25,BL07,GL05,3,1,4,20,80
8537,2025-03-27,BL04,BL05,3,1,2,60,120
8538,2025-05-31,GL01,BL10,1,3,6,40,240
8539,2025-04-16,BL11,GL01,1,1,4,40,160
8540,2025-04-19,BL07,GL05,2,1,3,10,30
8541,2025-02-14,BL10,GL03,2,1,1,10,10
8542,2025-06-02,BL12,BL11,2,2,2,10,20
8543,2025-05-05,BL08,BL11,2,1,4,20,80
8544,2025-04-01,GL05,BL11,1,3,2,50,100
8545,2025-03-06,BL11,BL08,2,3,6,20,120
8546,2025-05-05,BL13,BL07,3,2,6,20,120
8547,2025-01-29,BL11,BL13,2,3,5,30,150
8548,2025-01-27,GL06,GL02,1,2,4,40,160
8549,2025-02-06,GL06,GL04,3,3,2,20,40
8550,2025-05-12,BL02,BL04,2,1,4,20,80
8551,2025-06-10,BL04,GL02,3,2,5,40,200
8552,2025-01-12,BL06,BL11,1,3,3,20,60
8553,2025-01-10,BL03,BL07,1,3,1,60,60
8554,2025-06-30,BL10,BL12,3,2,3,60,180
8555,2025-01-03,BL07,BL02,2,3,3,20,60
8556,2025-04-23,BL13,GL02,2,1,1,30,30
8557,2025-01-25,BL09,BL03,1,2,6,50,300
8558,2025-02-19,GL04,GL02,1,1,4,60,240
8559,2025-04-03,BL09,BL04,2,2,4,50,200
8560,2025-03-18,BL06,BL04,3,3,6,60,360
8561,2025-01-18,BL12,BL01,2,3,6,60,360
8562,2025-02-16,BL02,GL02,3,1,3,50,150
8563,2025-05-24,BL09,BL04,2,1,3,40,120
8564,2025-02-13,BL07,GL06,2,3,4,10,40
8565,2025-03-20,BL09,GL03,2,2,4,40,160
8566,2025-05-03,GL06,BL06,3,2,4,20,80
8567,2025-05-02,BL04,BL01,3,1,2,50,100
8568,2025-03-23,GL01,BL05,3,1,6,60,360
8569,2025-04-09,BL03,GL01,2,3,4,10,40
8570,2025-02-14,BL01,BL04,2,2,6,40,240
8571,2025-04-14,BL03,GL01,2,1,6,10,60
8572,2025-03-05,BL01,BL03,3,1,6,50,300
8573,2025-03-24,BL07,GL01,3,2,6,10,60
8574,2025-05-30,BL12,BL10,3,3,5,50,250
8575,2025-01-30,BL04,GL01,1,1,1,50,50
8576,2025-01-20,GL03,BL02,2,2,1,60,60
8577,2025-01-28,GL01,BL07,1,2,2,40,80
8578,2025-05-29,GL04,GL06,1,2,2,10,20
8579,2025-06-09,BL10,BL11,1,2,5,40,200
8580,2025-04-20,BL12,BL11,3,3,3,50,150
8581,2025-02-05,BL09,BL05,1,2,5,50,250
8582,2025-03-14,GL03,GL04,2,3,1,60,60
8583,2025-02-01,BL12,GL03,2,2,4,20,80
8584,2025-02-26,BL05,BL01,3,3,5,30,150
8585,2025-04-07,BL01,BL02,2,2,6,60,360
8586,2025-03-22,BL13,BL06,3,1,2,60,120
8587,2025-05-27,BL04,BL03,2,1,4,40,160
8588,2025-06-16,BL06,BL13,1,1,2,60,120
8589,2025-06-16,GL01,BL08,1,3,4,50,200
8590,2025-06-07,GL06,BL12,1,2,5,10,50
8591,2025-04-20,BL05,GL04,2,2,1,50,50
8592,2025-06-03,BL03,BL02,1,2,2,30,60
8593,2025-03-27,GL04,BL13,3,3,1,20,20
8594,2025-03-04,BL08,BL02,3,1,6,60,360
8595,2025-03-25,BL07,BL08,1,3,6,60,360
8596,2025-01-28,BL07,BL02,3,1,1,60,60
8597,2025-03-28,GL01,BL01,2,1,2,60,120
8598,2025-01-16,GL05,BL02,1,3,1,10,10
8599,2025-01-08,GL02,GL06,3,1,1,50,50
8600,2025-05-12,BL09,GL03,1,1,1,10,10
8601,2025-03-06,BL03,GL02,3,1,4,30,120
8602,2025-01-07,BL09,BL12,3,3,1,50,50
8603,2025-06-13,GL05,BL06,3,1,1,40,40
8604,2025-06-18,BL02,BL04,2,2,4,10,40
8605,2025-01-11,BL10,BL11,1,1,2,10,20
8606,2025-05-28,BL13,GL02,2,1,4,10,40
8607,2025-03-16,BL10,BL13,1,1,6,40,240
8608,2025-04-07,GL06,GL02,3,2,3,50,150
8609,2025-06-11,GL05,BL12,3,2,2,50,100
8610,2025-06-19,GL04,BL03,1,3,2,40,80
8611,2025-05-05,GL03,GL05,1,3,6,50,300
8612,2025-04-12,BL13,BL11,3,2,5,10,50
8613,2025-05-14,GL02,BL09,1,3,4,10,40
8614,2025-03-21,BL13,GL04,2,3,1,10,10
8615,2025-05-29,GL03,GL01,1,3,1,40,40
8616,2025-04-13,BL12,GL05,3,1,1,30,30
8617,2025-02-28,GL01,BL03,3,1,2,40,80
8618,2025-04-30,BL03,GL01,3,1,5,40,200
8619,2025-04-09,GL06,BL04,3,3,6,20,120
8620,2025-01-08,GL02,BL11,3,1,2,40,80
8621,2025-01-31,GL01,GL02,1,2,6,50,300
8622,2025-05-29,GL01,BL01,1,2,4,10,40
8623,2025-04-20,BL07,BL05,3,2,6,20,120
8624,2025-06-06,GL02,GL01,1,3,5,10,50
8625,2025-04-29,BL13,GL04,2,1,4,50,200
8626,2025-02-24,BL02,BL01,1,2,3,20,60
8627,2025-01-04,BL06,BL03,2,2,6,60,360
8628,2025-06-27,BL05,GL05,2,3,1,60,60
8629,2025-03-19,BL12,BL01,3,1,3,10,30
8630,2025-03-06,GL06,BL06,2,1,1,10,10
8631,2025-05-29,BL05,BL08,1,2,6,10,60
8632,2025-05-04,GL06,GL01,3,1,1,10,10
8633,2025-03-14,BL09,BL07,3,3,6,60,360
8634,2025-06-17,GL04,GL02,1,1,6,60,360
8635,2025-02-02,GL03,BL06,3,1,4,40,160
8636,2025-02-06,GL06,GL05,1,3,6,10,60
8637,2025-04-26,GL05,BL13,2,3,1,10,10
8638,2025-01-17,BL09,BL05,2,1,6,50,300
8639,2025-02-15,BL02,GL04,2,2,2,60,120
8640,2025-04-27,GL03,BL09,3,1,5,50,250
8641,2025-05-02,BL04,BL06,2,3,1,20,20
8642,2025-05-16,GL02,BL03,3,3,3,50,150
8643,2025-06-13,BL01,BL13,1,3,4,40,160
8644,2025-06-24,BL09,BL10,1,2,5,40,200
8645,2025-06-18,BL08,BL09,1,1,4,60,240
8646,2025-02-23,BL10,BL11,3,2,2,20,40
8647,2025-05-02,BL02,BL04,3,3,3,50,150
8648,2025-03-29,BL03,BL10,2,1,5,50,250
8649,2025-04-20,GL01,BL05,3,2,3,10,30
8650,2025-01-28,GL01,GL05,1,3,3,10,30
8651,2025-04-29,GL06,BL13,2,2,3,40,120
8652,2025-01-22,GL02,BL06,3,2,2,20,40
8653,2025-06-22,GL06,GL03,1,1,6,30,180
8654,2025-04-28,BL06,GL01,1,3,5,50,250
8655,2025-06-22,GL06,BL06,3,2,3,60,180
8656,2025-03-07,BL04,BL08,2,3,4,50,200
8657,2025-05-08,BL08,BL01,3,1,6,60,360
8658,2025-06-10,BL04,GL06,1,1,4,50,200
8659,2025-04-21,BL13,BL08,1,2,6,40,240
8660,2025-03-31,GL04,GL03,1,3,3,10,30
8661,2025-04-22,GL06,BL12,3,1,5,20,100
8662,2025-04-14,BL06,BL12,2,1,5,60,300
8663,2025-06-24,BL11,GL02,2,1,3,30,90
8664,2025-01-02,BL13,BL08,2,2,5,30,150
8665,2025-02-04,GL06,BL06,1,3,3,30,90
8666,2025-02-26,BL13,BL07,1,1,5,40,200
8667,2025-02-04,BL11,BL02,3,3,6,20,120
8668,2025-05-09,BL01,BL10,1,2,6,10,60
8669,2025-04-07,BL03,BL09,2,1,3,60,180
8670,2025-06-27,BL09,GL02,3,1,6,50,300
8671,2025-01-02,BL09,BL04,3,1,2,20,40
8672,2025-06-10,GL05,GL06,1,2,3,40,120
8673,2025-06-14,BL13,GL02,1,2,1,60,60
8674,2025-01-05,GL02,BL05,3,2,5,20,100
8675,2025-03-03,BL13,BL02,1,3,4,30,120
8676,2025-05-22,GL02,BL13,3,2,5,60,300
8677,2025-01-28,BL10,GL05,2,1,2,20,40
8678,2025-03-03,BL02,GL06,2,2,2,10,20
8679,2025-04-24,BL09,BL02,3,3,1,30,30
8680,2025-05-28,GL05,GL02,2,3,2,30,60
8681,2025-02-17,BL04,BL12,1,3,1,10,10
8682,2025-06-27,BL01,BL11,3,2,6,30,180
8683,2025-02-12,GL01,BL10,1,2,1,30,30
8684,2025-01-26,GL05,BL01,1,3,3,60,180
8685,2025-02-09,BL04,BL03,2,2,4,50,200
8686,2025-05-11,BL12,BL04,1,1,6,30,180
8687,2025-05-20,GL01,BL02,3,2,2,40,80
8688,2025-03-31,GL04,BL13,1,3,3,60,180
8689,2025-01-07,GL01,BL02,3,1,6,60,360
8690,2025-06-01,BL01,GL04,2,2,2,40,80
8691,2025-03-30,BL02,GL02,2,1,3,30,90
8692,2025-01-20,BL01,BL07,3,1,3,30,90
8693,2025-01-26,BL04,GL02,2,3,2,40,80
8694,2025-03-23,BL03,BL10,3,2,4,40,160
8695,2025-02-28,BL12,BL05,3,3,6,10,60
8696,2025-03-07,BL01,BL08,1,3,3,50,150
8697,2025-05-23,BL12,BL03,3,3,2,60,120
8698,2025-01-26,BL09,BL06,1,1,5,30,150
8699,2025-02-22,BL07,GL01,1,1,5,20,100
8700,2025-05-14,BL04,GL06,1,2,5,30,150
8701,2025-06-02,BL02,GL02,1,2,1,60,60
8702,2025-03-29,GL05,BL10,3,3,5,50,250
8703,2025-05-07,GL03,BL03,3,3,1,60,60
8704,2025-03-11,BL12,BL07,3,3,5,50,250
8705,2025-02-11,BL07,BL13,2,3,5,50,250
8706,2025-03-17,BL05,BL12,1,1,3,50,150
8707,2025-06-06,BL10,GL06,2,1,2,30,60
8708,2025-01-18,GL01,BL12,2,1,2,50,100
8709,2025-01-26,BL01,BL03,1,1,2,60,120
8710,2025-06-16,BL12,BL06,1,2,1,50,50
8711,2025-06-23,BL13,GL01,2,2,2,60,120
8712,2025-05-01,BL02,GL02,2,2,6,40,240
8713,2025-02-19,BL09,BL07,3,3,6,50,300
8714,2025-04-14,BL01,BL07,2,2,4,40,160
8715,2025-06-02,BL03,BL02,2,2,4,10,40
8716,2025-02-03,BL04,BL02,3,2,2,40,80
8717,2025-06-11,BL03,BL08,3,2,3,10,30
8718,2025-01-09,BL01,GL04,1,2,1,30,30
8719,2025-03-29,BL12,BL01,1,1,1,10,10
8720,2025-02-15,BL01,BL12,2,2,1,40,40
8721,2025-04-01,BL12,GL05,2,2,5,50,250
8722,2025-01-16,BL03,BL09,1,3,6,20,120
8723,2025-04-04,BL04,BL03,1,3,3,40,120
8724,2025-02-07,BL01,BL03,1,3,4,20,80
8725,2025-05-09,BL13,BL06,1,3,5,30,150
8726,2025-02-26,BL01,GL03,3,1,4,60,240
8727,2025-03-18,GL04,BL09,2,2,4,50,200
8728,2025-01-03,BL06,GL03,1,2,3,10,30
8729,2025-03-01,BL05,BL02,3,1,6,50,300
8730,2025-04-28,BL11,GL04,3,2,1,20,20
8731,2025-02-15,BL11,BL05,2,3,4,60,240
8732,2025-05-10,BL07,BL12,3,3,5,20,100
8733,2025-03-22,BL08,GL03,3,2,3,60,180
8734,2025-04-26,BL13,GL06,1,2,5,10,50
8735,2025-01-09,BL03,GL02,3,1,3,60,180
8736,2025-06-13,BL12,GL03,1,3,4,40,160
8737,2025-01-02,BL08,BL13,1,1,5,50,250
8738,2025-06-20,GL05,GL02,3,1,2,10,20
8739,2025-01-03,BL02,GL06,1,2,6,50,300
8740,2025-01-15,BL06,BL03,3,1,2,10,20
8741,2025-02-09,BL08,BL10,3,2,6,50,300
8742,2025-06-25,BL03,BL05,3,3,2,40,80
8743,2025-02-02,BL06,BL01,2,3,3,60,180
8744,2025-03-13,BL02,BL03,2,3,5,30,150
8745,2025-05-04,BL04,BL07,1,1,2,50,100
8746,2025-04-09,GL03,BL01,1,3,1,40,40
8747,2025-05-11,BL04,GL06,2,1,4,40,160
8748,2025-03-15,BL12,GL01,1,3,2,30,60
8749,2025-05-25,BL10,BL08,1,3,3,30,90
8750,2025-02-13,GL02,GL06,1,3,2,10,20
8751,2025-02-22,BL10,BL03,1,3,2,50,100
8752,2025-03-05,BL02,GL02,3,3,4,50,200
8753,2025-01-01,GL05,GL06,2,2,1,10,10
8754,2025-04-03,BL04,GL04,3,3,5,50,250
8755,2025-06-08,BL13,BL08,1,2,2,20,40
8756,2025-02-21,GL02,BL03,1,2,6,10,60
8757,2025-03-03,BL03,GL03,3,3,4,50,200
8758,2025-03-06,BL10,BL03,3,1,1,30,30
8759,2025-01-06,BL03,GL03,3,3,3,60,180
8760,2025-05-31,GL02,BL07,2,3,4,50,200
8761,2025-05-14,GL04,GL03,2,1,2,40,80
8762,2025-01-31,GL05,GL04,3,3,4,10,40
8763,2025-05-26,GL04,BL01,3,3,5,20,100
8764,2025-01-21,GL05,BL11,3,2,1,60,60
8765,2025-05-16,GL04,BL13,2,2,5,40,200
8766,2025-01-18,BL07,BL13,2,1,5,10,50
8767,2025-01-16,BL08,GL01,1,2,5,20,100
8768,2025-01-29,GL02,BL06,3,2,4,40,160
8769,2025-06-30,GL03,BL09,2,2,1,10,10
8770,2025-05-03,BL12,BL08,1,2,4,30,120
8771,2025-03-20,BL03,BL02,1,1,1,10,10
8772,2025-06-01,BL08,BL10,3,3,3,30,90
8773,2025-03-16,BL07,BL04,2,3,4,60,240
8774,2025-02-15,BL05,GL03,1,2,5,50,250
8775,2025-04-11,BL03,GL03,2,3,2,50,100
8776,2025-01-29,GL06,BL11,1,3,5,30,150
8777,2025-03-13,GL02,BL04,2,3,2,30,60
8778,2025-01-25,BL12,BL09,1,2,1,50,50
8779,2025-02-04,GL02,BL05,1,1,5,10,50
8780,2025-03-21,BL10,BL09,1,3,1,60,60
8781,2025-03-12,BL09,BL08,3,1,4,10,40
8782,2025-02-22,BL11,BL05,2,2,5,60,300
8783,2025-06-05,GL04,BL12,1,1,2,30,60
8784,2025-01-27,BL01,GL02,2,3,6,40,240
8785,2025-03-21,GL02,GL06,3,2,6,10,60
8786,2025-01-21,BL10,BL12,3,3,4,60,240
8787,2025-04-15,BL07,GL01,2,1,6,10,60
8788,2025-04-07,BL07,BL13,3,3,5,30,150
8789,2025-06-03,BL06,BL11,1,3,2,60,120
8790,2025-01-04,GL04,BL03,3,2,5,40,200
8791,2025-03-09,BL10,GL04,1,1,6,20,120
8792,2025-01-20,GL01,BL06,3,1,6,50,300
8793,2025-06-03,GL06,BL13,1,3,3,60,180
8794,2025-01-31,BL10,GL06,3,1,5,10,50
8795,2025-03-29,BL02,BL06,1,1,5,30,150
8796,2025-05-03,GL03,GL05,1,1,6,60,360
8797,2025-01-17,BL13,BL07,1,1,2,10,20
8798,2025-03-11,BL13,BL02,1,1,3,20,60
8799,2025-04-16,BL13,BL09,2,3,2,30,60
8800,2025-03-06,BL02,GL02,1,1,3,40,120
8801,2025-03-18,BL02,BL03,2,3,2,10,20
8802,2025-02-19,BL12,BL04,2,2,4,30,120
8803,2025-04-19,BL11,BL08,1,2,4,30,120
8804,2025-06-18,BL11,GL01,1,3,6,10,60
8805,2025-04-27,BL01,BL05,3,2,5,10,50
8806,2025-06-30,BL04,GL05,2,1,4,20,80
8807,2025-01-11,GL05,BL09,3,3,3,30,90
8808,2025-05-24,BL06,BL01,1,2,6,30,180
8809,2025-03-29,BL02,BL06,2,1,1,40,40
8810,2025-06-23,BL13,BL01,1,3,2,60,120
8811,2025-05-05,BL01,BL03,2,2,6,10,60
8812,2025-03-16,BL10,BL07,3,3,6,60,360
8813,2025-06-08,GL05,BL12,3,2,5,20,100
8814,2025-02-01,BL12,GL02,1,1,1,40,40
8815,2025-02-20,BL13,BL08,3,1,1,20,20
8816,2025-05-28,BL10,BL11,2,2,3,50,150
8817,2025-05-24,BL11,BL06,3,3,5,50,250
8818,2025-04-08,BL09,BL07,3,1,4,30,120
8819,2025-04-18,GL02,GL01,2,1,2,30,60
8820,2025-02-23,GL03,BL05,1,1,2,20,40
8821,2025-01-30,BL07,BL12,3,2,5,30,150
8822,2025-05-22,BL03,BL05,1,2,2,20,40
8823,2025-02-13,BL07,BL06,2,1,2,50,100
8824,2025-02-11,BL11,BL02,1,2,2,40,80
8825,2025-04-26,GL05,GL06,3,2,6,40,240
8826,2025-01-16,BL03,GL01,1,2,1,60,60
8827,2025-05-18,BL11,BL06,1,3,1,20,20
8828,2025-01-19,GL03,BL01,1,2,2,20,40
8829,2025-02-01,BL09,BL07,2,1,4,30,120
8830,2025-03-25,BL05,BL04,1,3,2,30,60
8831,2025-04-04,BL04,BL12,3,2,3,60,180
8832,2025-04-27,GL05,BL13,3,2,3,30,90
8833,2025-02-20,BL02,BL05,3,3,2,20,40
8834,2025-04-10,GL04,BL07,2,2,2,50,100
8835,2025-06-11,BL01,BL02,3,3,2,60,120
8836,2025-01-09,BL11,BL03,1,1,3,40,120
8837,2025-05-27,GL01,BL04,3,3,3,20,60
8838,2025-04-24,BL10,GL03,1,2,3,30,90
8839,2025-03-10,BL09,BL01,2,3,2,20,40
8840,2025-01-19,BL03,BL01,3,1,4,10,40
8841,2025-05-17,BL11,BL13,2,3,5,30,150
8842,2025-02-04,BL11,BL04,3,1,4,10,40
8843,2025-06-05,BL02,GL03,1,1,3,50,150
8844,2025-06-16,GL05,BL13,1,2,5,50,250
8845,2025-04-12,BL08,GL01,3,1,2,10,20
8846,2025-04-24,BL04,BL10,2,1,5,40,200
